DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1242,Montelukast,DDInter989,Isosorbide dinitrate,Unknown
DDInter1091,Loratadine,DDInter883,Hydrochlorothiazide,Unknown
DDInter1242,Montelukast,DDInter883,Hydrochlorothiazide,Unknown
DDInter1841,Tramadol,DDInter900,Ibuprofen,Unknown
DDInter1666,Sildenafil,DDInter900,Ibuprofen,Unknown
DDInter1874,Trimethoprim,DDInter900,Ibuprofen,Unknown
DDInter1091,Loratadine,DDInter900,Ibuprofen,Unknown
DDInter1242,Montelukast,DDInter900,Ibuprofen,Unknown
DDInter1366,Oxycodone,DDInter900,Ibuprofen,Unknown
DDInter1304,Nitroglycerin,DDInter900,Ibuprofen,Unknown
DDInter1736,Tadalafil,DDInter900,Ibuprofen,Unknown
DDInter989,Isosorbide dinitrate,DDInter900,Ibuprofen,Unknown
DDInter343,Cetirizine,DDInter133,Atorvastatin,Unknown
DDInter1091,Loratadine,DDInter133,Atorvastatin,Unknown
DDInter1242,Montelukast,DDInter133,Atorvastatin,Unknown
DDInter900,Ibuprofen,DDInter133,Atorvastatin,Unknown
DDInter1242,Montelukast,DDInter1662,Sertraline,Unknown
